Date,Close/Last,Volume,Open,High,Low,Symbol
2019-11-05,64.2825,79897720,64.2625,64.5475,64.08,AAPL
2019-11-04,64.375,103271800,64.3325,64.4613,63.845,AAPL
2019-11-01,63.955,151125320,62.385,63.9825,62.29,AAPL
2019-10-31,62.19,139162080,61.81,62.2925,59.315,AAPL
2019-10-30,60.815,124522080,61.19,61.325,60.3025,AAPL
2019-10-29,60.8225,142839480,62.2425,62.4375,60.6425,AAPL
2019-10-28,62.2625,96572960,61.855,62.3125,61.68,AAPL
2019-10-25,61.645,73477200,60.79,61.6825,60.72,AAPL
2019-10-24,60.895,71665040,61.1275,61.2,60.4513,AAPL
2019-10-23,60.795,79730200,60.525,60.81,60.305,AAPL
2019-10-22,59.99,90736000,60.29,60.55,59.9055,AAPL
2019-10-21,60.1275,89469920,59.38,60.2475,59.33,AAPL
2019-10-18,59.1025,97508680,58.6475,59.395,58.5725,AAPL
2019-10-17,58.82,69091600,58.7725,59.0375,58.38,AAPL
2019-10-16,58.5925,77146760,58.3425,58.81,58.3,AAPL
2019-10-15,58.83,92161920,59.0975,59.4125,58.72,AAPL
2019-10-14,58.9675,97653920,58.725,59.5335,58.6675,AAPL
2019-10-11,59.0525,167960840,58.2375,59.41,58.0769,AAPL
2019-10-10,57.5225,115851920,56.9825,57.61,56.825,AAPL
2019-10-09,56.7575,76117680,56.7575,56.9475,56.41,AAPL
2019-10-08,56.1,117130800,56.455,57.015,56.0825,AAPL
2019-10-07,56.765,123557080,56.5675,57.4825,56.46,AAPL
2019-10-04,56.7525,139022200,56.41,56.8725,55.9725,AAPL
2019-10-03,55.205,121410760,54.6075,55.24,53.783,AAPL
2019-10-02,54.74,143069040,55.765,55.895,54.4825,AAPL
2019-10-01,56.1475,144748640,56.2675,57.055,56.05,AAPL
2019-09-30,55.9925,105274320,55.225,56.145,55.1975,AAPL
2019-09-27,54.705,101445160,55.135,55.24,54.3203,AAPL
2019-09-26,54.9725,76353240,55,55.235,54.7075,AAPL
2019-09-25,55.2575,89924040,54.6375,55.375,54.285,AAPL
2019-09-24,54.42,125737480,55.2575,55.6225,54.2975,AAPL
2019-09-23,54.68,77678600,54.7375,54.96,54.4125,AAPL
2019-09-20,54.4325,231908360,55.345,55.64,54.3683,AAPL
2019-09-19,55.24,88751520,55.5025,55.94,55.0925,AAPL
2019-09-18,55.6925,102572360,55.265,55.7125,54.86,AAPL
2019-09-17,55.175,73545880,54.99,55.205,54.78,AAPL
2019-09-16,54.975,84632560,54.4325,55.0325,54.39,AAPL
2019-09-13,54.6875,159053200,55,55.1975,54.255,AAPL
2019-09-12,55.7713,128906680,56.2,56.605,55.715,AAPL
2019-09-11,55.8975,177158600,54.5175,55.9275,54.4325,AAPL
2019-09-10,54.175,127111720,53.465,54.195,52.9275,AAPL
2019-09-09,53.5425,109237600,53.71,54.11,52.7675,AAPL
2019-09-06,53.315,77449160,53.5125,53.605,53.1275,AAPL
2019-09-05,53.32,95787520,53,53.4925,52.8775,AAPL
2019-09-04,52.2975,76867280,52.0975,52.37,51.83,AAPL
2019-09-03,51.425,80238280,51.6075,51.745,51.055,AAPL
2019-08-30,52.185,84650240,52.54,52.6125,51.8,AAPL
2019-08-29,52.2525,84030600,52.125,52.33,51.6638,AAPL
2019-08-28,51.3825,63830520,51.025,51.43,50.83,AAPL
2019-08-27,51.04,103589360,51.965,52.1375,50.8825,AAPL
2019-08-26,51.6225,104264520,51.465,51.7975,51.2643,AAPL
2019-08-23,50.66,187531360,52.3575,53.0127,50.25,AAPL
2024-08-22,176.13,32047480,181.38,181.47,175.68,AMZN
2024-08-21,180.11,35599120,179.92,182.385,178.8937,AMZN
2024-08-20,178.88,26255200,177.92,179.01,177.4308,AMZN
2024-08-19,178.22,31129810,177.64,178.3,176.16,AMZN
2024-08-16,177.06,31489180,177.04,178.34,176.2601,AMZN
2024-08-15,177.59,51698510,174.86,177.91,173.99,AMZN
2024-08-14,170.1,28843800,172.11,172.28,168.86,AMZN
2024-08-13,170.23,39237920,167.81,171.04,167.1,AMZN
2024-08-12,166.8,30072790,168.14,168.55,166.1101,AMZN
2024-08-09,166.94,36401050,166.4,168.55,165.85,AMZN
2024-08-08,165.8,44616210,165.165,166.6899,162.55,AMZN
2024-08-07,162.77,48408240,166.55,167.58,161.43,AMZN
2024-08-06,161.93,59950830,161.71,165.08,158.5404,AMZN
2024-08-05,161.02,83149440,154.21,162.96,151.61,AMZN
2024-08-02,167.9,141448400,166.75,168.77,160.55,AMZN
2024-08-01,184.07,70435640,189.285,190.6,181.87,AMZN
2024-07-31,186.98,41667330,185.05,187.94,184.46,AMZN
2024-07-30,181.71,39508570,184.72,185.86,179.38,AMZN
2024-07-29,183.2,33270120,183.84,184.75,182.38,AMZN
2024-07-26,182.5,29505960,180.39,183.19,180.24,AMZN
2024-07-25,179.85,44464160,182.91,183.8958,176.8,AMZN
2024-07-24,180.83,41532360,183.2,185.45,180.41,AMZN
2024-07-23,186.41,47537670,184.1,189.39,183.56,AMZN
2024-07-22,182.55,39931920,185,185.06,182.48,AMZN
2024-07-19,183.13,43081830,181.14,184.93,180.11,AMZN
2024-07-18,183.75,51043630,189.59,189.68,181.448,AMZN
2024-07-17,187.93,48076140,191.35,191.58,185.99,AMZN
2024-07-16,193.02,33994710,195.59,196.62,192.24,AMZN
2024-07-15,192.72,40683230,194.56,196.19,190.83,AMZN
2024-07-12,194.49,30598530,194.8,196.47,193.8301,AMZN
2024-07-11,195.05,44565040,200.09,200.2699,192.86,AMZN
2024-07-10,199.79,32883750,199.995,200.11,197.69,AMZN
2024-07-09,199.34,32756740,199.4,200.57,199.045,AMZN
2024-07-08,199.29,34767260,200.04,201.2,197.96,AMZN
2024-07-05,200,39858890,198.65,200.55,198.17,AMZN
2024-07-03,197.59,31597930,199.94,200.029,196.7601,AMZN
2024-07-02,200,45600010,197.28,200.43,195.93,AMZN
2024-07-01,197.2,41192010,193.49,198.2957,192.82,AMZN
2024-06-28,193.25,76930190,197.73,198.85,192.5,AMZN
2024-06-27,197.85,74397490,195.005,199.84,194.2,AMZN
2024-06-26,193.61,65103890,186.92,194.8,186.26,AMZN
2024-06-25,186.34,45898480,186.81,188.84,185.42,AMZN
2024-06-24,185.57,50610380,189.33,191,185.33,AMZN
2024-06-21,189.08,72931750,187.8,189.275,185.86,AMZN
2024-06-20,186.1,44726780,182.91,186.51,182.72,AMZN
2024-06-18,182.81,36659160,183.735,184.29,181.43,AMZN
2024-06-17,184.06,35601910,182.52,185,181.22,AMZN
2024-06-14,183.66,25456410,183.08,183.72,182.23,AMZN
2024-06-13,183.83,39721550,186.09,187.67,182.666,AMZN
2024-06-12,186.89,33984220,188.015,188.35,185.43,AMZN
2024-06-11,187.23,27265110,187.06,187.77,184.5373,AMZN
2024-06-10,187.06,34494500,184.07,187.23,183.79,AMZN
2024-06-07,184.3,28021470,184.9,186.2888,183.36,AMZN
2024-06-06,185,31371150,181.745,185,181.49,AMZN
2024-06-05,181.28,32116390,180.1,181.5,178.75,AMZN
2024-06-04,179.34,27198390,177.64,179.82,176.44,AMZN
2024-06-03,178.34,30786640,177.7,178.7,175.92,AMZN
2024-05-31,176.44,58903940,178.3,179.21,173.87,AMZN
2024-05-30,179.32,29249230,181.31,181.34,178.355,AMZN
2024-05-29,182.02,32009290,181.7,184.08,181.55,AMZN
2024-05-28,182.15,29926960,179.93,182.24,179.49,AMZN
2024-05-24,180.75,27471640,181.65,182.435,180.3,AMZN
2024-05-23,181.05,33670170,183.66,184.76,180.08,AMZN
2024-05-22,183.13,28148780,183.88,185.22,181.9715,AMZN
2024-05-21,183.15,50839130,182.3,183.26,180.75,AMZN
2024-05-20,183.54,30511770,184.34,186.665,183.28,AMZN
2024-05-17,184.7,33175660,183.76,185.3,183.35,AMZN
2024-05-16,183.63,38834450,185.6,187.31,183.46,AMZN
2024-05-15,185.99,75459930,185.97,186.7193,182.73,AMZN
2024-05-14,187.07,38698160,183.82,187.72,183.45,AMZN
2024-05-13,186.57,24898610,188,188.31,185.36,AMZN
2024-05-10,187.48,34141770,189.16,189.892,186.93,AMZN
2024-05-09,189.5,43368380,188.88,191.7,187.44,AMZN
2024-05-08,188,26136350,187.44,188.43,186.385,AMZN
2024-05-07,188.76,34048900,188.92,189.94,187.305,AMZN
2024-05-06,188.7,34725300,186.28,188.745,184.8,AMZN
2024-05-03,186.21,39172000,186.99,187.87,185.42,AMZN
2024-05-02,184.72,54303510,180.85,185.1,179.91,AMZN
2024-05-01,179,94645150,181.635,185.15,176.56,AMZN
2024-04-30,175,94639790,181.09,182.99,174.8,AMZN
2024-04-29,180.96,54063940,182.75,183.53,179.39,AMZN
2024-04-26,179.62,43919770,177.795,180.82,176.13,AMZN
2024-04-25,173.67,49249390,169.68,173.92,166.32,AMZN
2024-04-24,176.59,34185110,179.94,180.323,176.18,AMZN
2024-04-23,179.54,37046520,178.08,179.93,175.975,AMZN
2024-04-22,177.23,37924890,176.94,178.87,174.56,AMZN
2024-04-19,174.63,56000730,178.74,179,173.44,AMZN
2024-04-18,179.22,30723790,181.47,182.39,178.65,AMZN
2024-04-17,181.28,31359670,184.31,184.57,179.82,AMZN
2024-04-16,183.32,32891270,183.27,184.83,182.26,AMZN
2024-04-15,183.62,48052400,187.425,188.69,183,AMZN
2024-04-12,186.13,38608850,187.72,188.38,185.08,AMZN
2024-04-11,189.05,40020740,186.74,189.77,185.51,AMZN
2024-04-10,185.95,35879150,182.765,186.2699,182.67,AMZN
2024-04-09,185.67,36546950,187.24,187.34,184.2,AMZN
2024-04-08,185.19,39221280,186.9,187.29,184.81,AMZN
2024-04-05,185.07,42373990,182.38,186.27,181.97,AMZN
2024-04-04,180,41624260,184,185.1,180,AMZN
2024-04-03,182.41,31046640,179.9,182.87,179.8,AMZN
2024-04-02,180.69,32611550,179.07,180.79,178.3762,AMZN
2024-04-01,180.97,29174520,180.79,183,179.95,AMZN
2024-03-28,180.38,38051590,180.17,181.7,179.26,AMZN
2024-03-27,179.83,33272550,179.88,180,177.3099,AMZN
2024-03-26,178.3,29658980,180.15,180.45,177.95,AMZN
2024-03-25,179.71,29815460,178.01,180.99,177.24,AMZN
2024-03-22,178.87,27995380,177.752,179.255,176.75,AMZN
2024-03-21,178.15,32824320,179.988,181.415,178.15,AMZN
2024-03-20,178.15,29947150,176.14,178.53,174.64,AMZN
2024-03-19,175.9,26880890,174.215,176.09,173.52,AMZN
2024-03-18,174.48,31250690,175.8,176.69,174.28,AMZN
2024-03-15,174.42,72147390,176.64,177.93,173.9,AMZN
2024-03-14,178.75,43705840,177.69,179.53,176.465,AMZN
2024-03-13,176.555,30772600,175.9,177.62,175.55,AMZN
2024-03-12,175.39,36610600,173.5,176.76,171.98,AMZN
2024-03-11,171.96,28484780,174.31,174.47,171.47,AMZN
2024-03-08,175.35,37893240,176.44,178.785,174.33,AMZN
2024-03-07,176.82,34063280,174.83,177.99,173.72,AMZN
2024-03-06,173.51,32090930,175.54,176.46,173.26,AMZN
2024-03-05,174.12,37228340,176.93,176.93,173.303,AMZN
2024-03-04,177.58,37381520,177.53,180.14,177.49,AMZN
2024-03-01,178.22,31981150,176.75,178.725,176.07,AMZN
2024-02-29,176.76,53805360,173.01,177.22,172.85,AMZN
2024-02-28,173.16,28180480,172.44,174.05,172.27,AMZN
2024-02-27,173.54,31141730,174.075,174.62,172.86,AMZN
2024-02-26,174.73,44368610,175.7,176.37,174.26,AMZN
2024-02-23,174.99,59715240,174.28,175.75,173.7,AMZN
2024-02-22,174.58,55392350,173.1,174.8,171.77,AMZN
2024-02-21,168.59,44575620,168.94,170.23,167.14,AMZN
2024-02-20,167.08,41980330,167.83,168.71,165.74,AMZN
2024-02-16,169.51,48107740,168.74,170.42,167.17,AMZN
2024-02-15,169.8,49855200,170.58,171.17,167.59,AMZN
2024-02-14,170.98,42815540,169.21,171.21,168.28,AMZN
2024-02-13,168.64,56345120,167.73,170.95,165.75,AMZN
2024-02-12,172.34,51050440,174.8,175.39,171.54,AMZN
2024-02-09,174.45,56985990,170.9,175,170.5803,AMZN
2024-02-08,169.84,42316450,169.65,171.43,168.88,AMZN
2024-02-07,170.53,47174060,169.48,170.88,168.94,AMZN
2024-02-06,169.15,42505520,169.39,170.71,167.65,AMZN
2024-02-05,170.31,55081300,170.2,170.55,167.7,AMZN
2024-02-02,171.81,117218300,169.19,172.5,167.33,AMZN
2024-02-01,159.28,76542420,155.87,159.76,155.62,AMZN
2024-01-31,155.2,50284370,157,159.01,154.81,AMZN
2024-01-30,159,45207430,160.7,161.73,158.49,AMZN
2024-01-29,161.26,45270390,159.34,161.29,158.9,AMZN
2024-01-26,159.12,51047350,158.42,160.72,157.91,AMZN
2024-01-25,157.75,43638590,156.95,158.505,154.5501,AMZN
2024-01-24,156.87,48547320,157.8,158.51,156.48,AMZN
2024-01-23,156.02,37986040,154.85,156.21,153.93,AMZN
2024-01-22,154.78,43687470,156.89,157.05,153.9,AMZN
2024-01-19,155.34,51651630,153.83,155.76,152.74,AMZN
2024-01-18,153.5,37850250,152.77,153.775,151.82,AMZN
2024-01-17,151.71,34953360,151.49,152.15,149.91,AMZN
2024-01-16,153.16,41384640,153.53,154.99,152.15,AMZN
2024-01-12,154.62,40484160,155.39,156.2,154.01,AMZN
2024-01-11,155.18,49072690,155.04,157.17,153.12,AMZN
2024-01-10,153.73,44421830,152.06,154.42,151.881,AMZN
2024-01-09,151.37,43812570,148.33,151.71,148.21,AMZN
2024-01-08,149.1,46757050,146.74,149.4,146.15,AMZN
2024-01-05,145.24,45153150,144.69,146.59,144.53,AMZN
2024-01-04,144.57,56039810,145.59,147.38,144.05,AMZN
2024-01-03,148.47,49425500,149.2,151.05,148.33,AMZN
2024-01-02,149.93,47339420,151.54,152.38,148.39,AMZN
2023-12-29,151.94,39823200,153.1,153.89,151.03,AMZN
2023-12-28,153.38,27057000,153.72,154.08,152.95,AMZN
2023-12-27,153.34,31434730,153.56,154.78,153.12,AMZN
2023-12-26,153.41,25067220,153.56,153.975,153.03,AMZN
2023-12-22,153.42,29514090,153.77,154.35,152.71,AMZN
2023-12-21,153.84,36305730,153.3,153.97,152.1,AMZN
2023-12-20,152.12,50322110,152.9,155.63,151.56,AMZN
2023-12-19,153.79,43171290,154.4,155.12,152.69,AMZN
2023-12-18,154.07,62512830,150.56,154.855,150.05,AMZN
2023-12-15,149.97,110089300,148.38,150.57,147.88,AMZN
2023-12-14,147.42,58400850,149.93,150.54,145.52,AMZN
2023-12-13,148.84,52766200,148.12,149.46,146.82,AMZN
2023-12-12,147.48,44944260,145.52,147.5,145.3,AMZN
2023-12-11,145.89,50907290,145.66,146.19,143.64,AMZN
2023-12-08,147.42,41905970,145.48,147.84,145.4,AMZN
2023-12-07,146.88,52352830,146.15,147.92,145.34,AMZN
2023-12-06,144.52,39678960,147.58,147.85,144.28,AMZN
2023-12-05,146.88,46822410,143.55,148.57,143.13,AMZN
2023-12-04,144.84,48294240,145.25,145.35,142.81,AMZN
2023-12-01,147.03,39951830,146,147.245,145.55,AMZN
2023-11-30,146.09,65814020,144.76,146.93,144.332,AMZN
2023-11-29,146.32,40610910,147.85,148.54,145.97,AMZN
2023-11-28,147.03,42711680,146.98,147.5999,145.53,AMZN
2023-11-27,147.73,53762430,147.53,149.26,146.88,AMZN
2023-11-24,146.74,22378380,146.7,147.2,145.32,AMZN
2023-11-22,146.71,45700000,144.57,147.74,144.57,AMZN
2023-11-21,143.9,71225990,143.91,144.05,141.5,AMZN
2023-11-20,146.13,41978770,145.13,146.63,144.725,AMZN
2023-11-17,145.18,49678440,142.66,145.23,142.545,AMZN
2023-11-16,142.83,49653510,140.91,143.32,139.52,AMZN
2023-11-15,143.2,63875720,147.06,147.29,142.59,AMZN
2023-11-14,145.8,56674550,145,147.26,144.68,AMZN
2023-11-13,142.59,35680570,142.08,143.23,140.67,AMZN
2023-11-10,143.56,49349940,140.46,143.65,139.91,AMZN
2023-11-09,140.6,36235370,142.02,142.65,139.84,AMZN
2023-11-08,142.08,44521660,142.97,143.12,141.2183,AMZN
2023-11-07,142.71,53553540,140.55,143.37,140.5,AMZN
2023-11-06,139.74,44970420,138.76,140.73,138.36,AMZN
2023-11-03,138.6,44059810,138.99,139.49,137.45,AMZN
2023-11-02,138.07,52236690,138.73,138.81,136.47,AMZN
2023-11-01,137,61529410,133.96,137.35,133.71,AMZN
2023-10-31,133.09,51589380,132.75,133.57,131.71,AMZN
2023-10-30,132.71,72485540,129.72,133,128.56,AMZN
2023-10-27,127.74,125309300,126.2,130.02,125.52,AMZN
2023-10-26,119.57,100419500,120.63,121.6393,118.35,AMZN
2023-10-25,121.39,74577540,126.04,126.34,120.79,AMZN
2023-10-24,128.56,46477360,127.74,128.8,126.34,AMZN
2023-10-23,126.56,48259950,124.63,127.88,123.98,AMZN
2023-10-20,125.17,56406410,128.05,128.17,124.97,AMZN
2023-10-19,128.4,60961360,130.565,132.24,127.47,AMZN
2023-10-18,128.13,42699480,129.9,130.6699,127.51,AMZN
2023-10-17,131.47,49344550,130.39,132.58,128.71,AMZN
2023-10-16,132.55,42832920,130.69,133.07,130.425,AMZN
2023-10-13,129.79,45824690,132.98,133.3145,128.95,AMZN
2023-10-12,132.33,55528580,132.17,134.48,131.23,AMZN
2023-10-11,131.83,40741840,129.74,132.05,129.61,AMZN
2023-10-10,129.48,42178620,128.82,130.74,128.05,AMZN
2023-10-09,128.26,38773740,126.22,128.79,124.76,AMZN
2023-10-06,127.96,46836700,124.16,128.45,124.13,AMZN
2023-10-05,125.96,39660640,126.71,126.73,124.33,AMZN
2023-10-04,127,44203870,126.06,127.36,125.68,AMZN
2023-10-03,124.72,51564990,128.06,128.52,124.2544,AMZN
2023-10-02,129.46,48029740,127.28,130.47,126.54,AMZN
2023-09-29,127.12,62411730,128.2,129.15,126.32,AMZN
2023-09-28,125.98,54554970,124.04,126.5801,123.04,AMZN
2023-09-27,125.98,66553450,125.76,127.48,124.13,AMZN
2023-09-26,125.98,73048210,130.12,130.39,125.28,AMZN
2023-09-25,131.27,46017830,129.36,131.78,128.77,AMZN
2023-09-22,129.12,59904350,131.11,132.03,128.52,AMZN
2023-09-21,129.33,70343340,131.94,132.24,129.31,AMZN
2023-09-20,135.29,46263720,138.55,139.37,135.2,AMZN
2023-09-19,137.63,61482470,138.7,138.84,135.56,AMZN
2023-09-18,139.98,42823480,140.48,141.75,139.22,AMZN
2023-09-15,140.39,102909300,142.69,143.57,140.09,AMZN
2023-09-14,144.72,64033610,145.08,145.86,142.95,AMZN
2023-09-13,144.85,60465180,140.95,144.98,140.865,AMZN
2023-09-12,141.23,42668450,142.32,143,140.61,AMZN
2023-09-11,143.1,56764530,138.75,143.62,138.64,AMZN
2023-09-08,138.23,38365930,136.86,138.8519,136.75,AMZN
2023-09-07,137.85,48498910,133.9,138.03,133.16,AMZN
2023-09-06,135.36,41785510,136.32,137.45,134.61,AMZN
2023-09-05,137.27,40636740,137.73,137.8,135.82,AMZN
2023-09-01,138.12,40991540,139.455,139.96,136.875,AMZN
2023-08-31,138.01,58781310,135.06,138.7885,135,AMZN
2023-08-30,135.07,36137020,134.93,135.68,133.92,AMZN
2023-08-29,134.91,38646090,133.38,135.14,133.25,AMZN
2023-08-28,133.14,34108410,133.78,133.95,131.85,AMZN
2023-08-25,133.26,44147450,132.47,133.87,130.58,AMZN
2023-08-24,131.84,43646250,136.4,136.775,131.83,AMZN
2023-08-23,135.52,42801040,134.5,135.95,133.22,AMZN
2023-08-22,134.25,32935100,135.08,135.65,133.73,AMZN
2023-08-21,134.68,41442480,133.74,135.185,132.71,AMZN
2023-08-18,133.22,48497700,131.62,134.065,131.15,AMZN
2023-08-17,133.98,48354090,135.46,136.085,133.53,AMZN
2023-08-16,135.07,41675900,137.19,137.27,135.01,AMZN
2023-08-15,137.67,42781520,140.05,141.2778,137.23,AMZN
2023-08-14,140.57,47148700,138.3,140.59,137.75,AMZN
2023-08-11,138.41,42905830,137.4,139.33,137,AMZN
2023-08-10,138.56,58928400,139.075,140.41,137.49,AMZN
2023-08-09,137.85,50017350,139.97,140.32,137.1,AMZN
2023-08-08,139.94,51710500,140.62,140.84,138.42,AMZN
2023-08-07,142.22,71213110,140.99,142.54,138.95,AMZN
2023-08-04,139.57,153128500,141.06,143.63,139.32,AMZN
2023-08-03,128.91,91163740,127.48,129.84,126.41,AMZN
2023-08-02,128.21,51027610,130.154,130.23,126.82,AMZN
2023-08-01,131.69,42298930,133.55,133.69,131.6199,AMZN
2023-07-31,133.68,41901520,133.2,133.87,132.38,AMZN
2023-07-28,132.21,46317380,129.69,133.01,129.33,AMZN
2023-07-27,128.25,52610660,131,132.63,127.79,AMZN
2023-07-26,128.15,53910090,126.51,129.08,126.11,AMZN
2023-07-25,129.13,39236660,129.31,129.58,128.53,AMZN
2023-07-24,128.8,45671540,130.305,131.66,128.35,AMZN
2023-07-21,130,133307300,131.34,131.37,128.415,AMZN
2023-07-20,129.96,59820580,134.07,134.7915,129.33,AMZN
2023-07-19,135.36,54531040,133.39,135.99,132.53,AMZN
2023-07-18,132.83,54969130,132.71,133.86,131.355,AMZN
2023-07-17,133.56,48450200,134.56,135.62,133.21,AMZN
2023-07-14,134.68,54487090,134.06,136.65,134.06,AMZN
2023-07-13,134.3,61170880,134.04,134.67,132.71,AMZN
2023-07-12,130.8,54022850,130.31,131.26,128.83,AMZN
2023-07-11,128.78,49951460,127.75,129.77,127.35,AMZN
2023-07-10,127.13,61889290,129.07,129.28,125.915,AMZN
2023-07-07,129.78,41992250,128.59,130.97,128.1294,AMZN
2023-07-06,128.36,40697850,128.25,128.73,127.37,AMZN
2023-07-05,130.38,35895410,130.24,131.4,129.64,AMZN
2023-07-03,130.22,27939570,130.82,131.85,130.065,AMZN
2023-06-30,130.36,54350680,129.47,131.245,128.95,AMZN
2023-06-29,127.9,40760960,128.77,129.26,127.255,AMZN
2023-06-28,129.04,52149510,128.94,131.48,128.44,AMZN
2023-06-27,129.18,46801010,128.63,130.085,127.55,AMZN
2023-06-26,127.33,59989320,129.33,131.49,127.1,AMZN
2023-06-23,129.33,71927780,129.11,130.84,128.28,AMZN
2023-06-22,130.15,90354570,125.31,130.33,125.14,AMZN
2023-06-21,124.83,52137670,125.64,126.73,123.85,AMZN
2023-06-20,125.78,56930120,124.97,127.25,124.5,AMZN
2023-06-16,125.49,84247100,127.71,127.9,125.3,AMZN
2023-06-15,127.11,60458470,125.21,127.69,124.32,AMZN
2023-06-14,126.42,52422460,126.7,126.95,124.12,AMZN
2023-06-13,126.66,50564790,128.12,128.41,125.18,AMZN
2023-06-12,126.57,51473380,124.02,126.78,123.53,AMZN
2023-06-09,123.43,51396020,124.08,125.8,123.19,AMZN
2023-06-08,124.25,62159270,123.01,125.625,122.2579,AMZN
2023-06-07,121.23,95663280,127.01,127.365,120.63,AMZN
2023-06-06,126.61,45695210,125.07,127.4,125,AMZN
2023-06-05,125.3,47950130,123.36,125.8,123.03,AMZN
2023-06-02,124.25,61264410,124.92,126.39,124.015,AMZN
2023-06-01,122.77,54375130,120.69,123.49,119.93,AMZN
2023-05-31,120.58,72800790,121.45,122.04,119.17,AMZN
2023-05-30,121.66,64314810,122.37,122.92,119.855,AMZN
2023-05-26,120.11,96779890,116.04,121.5,116.02,AMZN
2023-05-25,115,66496680,116.63,116.87,114.31,AMZN
2023-05-24,116.75,63487940,115.35,117.34,115.02,AMZN
2023-05-23,114.99,67576260,114.27,117.14,113.78,AMZN
2023-05-22,115.01,70741120,116.77,116.77,114.25,AMZN
2023-05-19,116.25,55056310,118.16,118.31,115.7,AMZN
2023-05-18,118.15,73174090,116.69,118.6,116.335,AMZN
2023-05-17,115.5,65655180,114.89,115.83,114.22,AMZN
2023-05-16,113.4,71472910,111.05,114.7899,111.05,AMZN
2023-05-15,111.2,53011150,111.15,112.29,109.25,AMZN
2023-05-12,110.26,49852670,112.16,112.64,109.3185,AMZN
2023-05-11,112.18,74924840,111.03,113.28,110.49,AMZN
2023-05-10,110.19,78627620,108.1,110.67,108.05,AMZN
2023-05-09,106.62,44089360,105.48,106.79,105.1567,AMZN
2023-05-08,105.83,49430910,105.04,106.095,104.7001,AMZN
2023-05-05,105.655,56951740,104.27,105.76,103.55,AMZN
2023-05-04,104,45345520,104.04,105.39,103.3117,AMZN
2023-05-03,103.65,65051930,103.735,105.96,103.28,AMZN
2023-05-02,103.63,73469350,101.47,103.9,101.15,AMZN
2023-05-01,102.05,74728100,104.95,105.23,101.82,AMZN
2023-04-28,105.45,130715900,107.73,109.48,104.33,AMZN
2023-04-27,109.82,149961200,108.16,110.86,106.8,AMZN
2023-04-26,104.98,73803790,105.04,106.62,104.1,AMZN
2023-04-25,102.57,65026820,104.91,105.45,102.45,AMZN
2023-04-24,106.21,69575610,107.655,109.23,105.07,AMZN
2023-04-21,106.96,86774190,106.1,108.15,105.08,AMZN
2023-04-20,103.81,57696870,103.53,105.25,103.21,AMZN
2023-04-19,104.3,58398890,101.58,105.12,101.39,AMZN
2023-04-18,102.3,39790520,103.95,104.2,101.52,AMZN
2023-04-17,102.74,39919460,103.16,103.73,101.59,AMZN
2023-04-14,102.51,51450520,102.07,103.2013,101.11,AMZN
2023-04-13,102.4,67925140,98.95,102.57,98.71,AMZN
2023-04-12,97.83,56735010,100.4,100.51,97.705,AMZN
2023-04-11,99.92,60417850,100.8,101,99.01,AMZN
2023-04-10,102.17,37261190,100.96,102.2,99.57,AMZN
2023-04-06,102.06,43808020,100.75,102.3817,99.8008,AMZN
2023-04-05,101.1,45175390,103.91,103.91,100.7506,AMZN
2023-04-04,103.95,48662500,102.75,104.2,102.11,AMZN
2023-04-03,102.41,41135730,102.3,103.29,101.43,AMZN
2023-03-31,103.29,56750320,102.16,103.49,101.95,AMZN
2023-03-30,102,53633400,101.55,103.04,101.01,AMZN
2023-03-29,100.25,49783280,98.69,100.4218,98.56,AMZN
2023-03-28,97.24,38720050,98.11,98.44,96.29,AMZN
2023-03-27,98.04,46721300,99.07,99.34,97.08,AMZN
2023-03-24,98.13,56144800,98.065,98.3,96.4,AMZN
2023-03-23,98.71,57559310,100.43,101.06,97.62,AMZN
2023-03-22,98.7,57475370,100.45,102.1,98.61,AMZN
2023-03-21,100.61,58597280,98.14,100.845,98,AMZN
2023-03-20,97.71,62388910,98.41,98.48,95.7,AMZN
2023-03-17,98.95,87300240,99.79,100.66,97.455,AMZN
2023-03-16,100.04,84558930,95.75,100.99,95.61,AMZN
2023-03-15,96.2,70731790,93.22,96.67,93.07,AMZN
2023-03-14,94.88,60912670,93.83,95.07,92.71,AMZN
2023-03-13,92.43,72397050,89.97,94.02,88.12,AMZN
2023-03-10,90.73,69827490,92.67,93.57,90.245,AMZN
2023-03-09,92.25,56218710,93.68,96.21,92.18,AMZN
2023-03-08,93.92,44899130,93.6,94.165,92.18,AMZN
2023-03-07,93.55,49100670,94.06,95.09,92.78,AMZN
2023-03-06,93.75,52112360,95.19,96.545,93.74,AMZN
2023-03-03,94.9,55759610,92.74,94.94,92.66,AMZN
2023-03-02,92.13,55574820,91.41,92.23,90.39,AMZN
2023-03-01,92.17,52299520,93.87,94.68,91.59,AMZN
2023-02-28,94.23,43959290,93.14,94.69,92.92,AMZN
2023-02-27,93.76,47470320,94.28,94.78,93.14,AMZN
2023-02-24,93.5,57053810,93.53,94.14,92.3186,AMZN
2023-02-23,95.82,48466990,96.12,96.43,93.67,AMZN
2023-02-22,95.79,59534090,95.1,97.01,94.8,AMZN
2023-02-21,94.58,56580360,95.335,95.605,94.27,AMZN
2023-02-17,97.2,60029410,97.8,97.94,95.65,AMZN
2023-02-16,98.15,56339170,99.21,100.63,98.1,AMZN
2023-02-15,101.16,48053880,99.09,101.17,98.45,AMZN
